,,,,,,,,
,,,,,,,Quan trọng là bạn phải làm điều này trước. Làm ơn!,4:28
,,,,,,Phần 3: Những bí mật bắt đầu từ đây!,,
,,,,,,,Những bí mật đầu tiên tiết lộ ở đây - Tiêu đề và Mô tả (Bản xem trước),8:46
,,,,,,,AIDA là vũ khí bí mật của bạn - Và tôi đang không nói tào lao đâu! ,6:32
,,,,,,,Định giá - Bí mật của một mức giá chính xác - Nó hơn những gì bạn nghĩ đấy!,13:53
,,,,,,,Thu nhập trên từng học viên - Giải thích đặc tính bị hiểu lầm nhiều nhất!,5:20
,,,,,,,Cập nhật Mô tả: Cách siêu hiệu quả để kiếm tiền,3:58
,,,,,,,Thêm bài giảng mới - Làm sao để thực hiện cách hiệu quả bí mật này,2:28
,,,,,,,Hoàn tiền là một điều tuyệt vời - Xem Tại sao! ,5:25
,,,,,,,Tương tác - Bí mật chính trong sự thành công của Udemy,6:08
,,,,,,,Cách để có được hình thumbnail đẹp nhất cho khoá học của bạn. - Miễn phí!,3:05
,,,,,,,"Cập nhật tuyệt vời về các thumbnail miễn phí, đẹp mắt ngoài sức tưởng tượng",Text
,,,,,,,Thumbnail - Quy tắc mới từ Udemy,Text
,,,,,,,"Xem trước  Những bí mật - Hầu như không ai làm việc này, nhưng một cách đáng kinh ngạc, nó làm gia tăng doanh số bán hàng.",4:30
,,,,,,,Đánh giá - Cái mà không ai nhận ra...,9:25
,,,,,,,Cách để chống lại những kẻ vi phạm bản quyển - và chiến thằng!,8:00
,,,,,,,Biết thêm về khoá học của tôi - Trả lời những câu hỏi về các Ngách thành công,4:33
,,,,,,Phần 4: Trang thiết bị của tôi,,
,,,,,,,Microphone - Đây là những kỹ thuật bí mật của tôi để có thể có chất lượng âm thanh tốt,13:59
,,,,,,,Thêm các bí mật về Microphone được tiết lộ,Text
,,,,,,,Trước và sau với Microphone ưa thích của tôi - Xem nó tốt thế nào nhé! (Bản xem trước),1:41
,,,,,,Phần 5: Kiếm được nhiều tiền hơn nữa bằng những cách này,,
,,,,,,,Bí mật của các smartphone iOS và Android - Kiếm nhiều tiền hơn!,4:32
,,,,,,,Thêm một vài trăm đô la hàng tháng chỉ với vài phút làm việc thêm,11:14
,,,,,,Phần 6: Làm sao tôi có được một video giới thiệu đáng kinh ngạc? (Bạn có thể có chúng với giá rất rẻ!),,
,,,,,,,Giới thiệu về video với phong cách đồ hoạ vô tuyến: Cách rẻ và dễ,Text
,,,,,,,Cách tuyệt vời để tạo nên Lời giới thiệu cho bài giảng!,Text
,,,,,,Phần 7: Bình luận của Alun và những tự thị,,
,,,,,,,Về phần này,Text
,,,,,,,Bàn luận về hoàn tiền,Text
,,,,,,,Thủ thuật tinh xảo nhỏ để kiếm được nhiều tiền nhất,Text
,,,,,,,Khai thác lợi ích từ chương trình liên kết Udemy bằng cách sinh lời,Text
,,,,,,,Sử dụng báo chí để thúc đẩy khoá học của bạn?,Text
,,,,,,,Làm sao để gia tăng ồ ạt doanh số bán hàng từ khoá học hiện có của bạn?,Text
,,,,,,,Mỗi bài kiểm tra/thử nghiệm nên kéo dài bao lâu?,Text
,,,,,,Phần 8: Kết luận - các file kỹ thuật số của tôi,,
,,,,,,,Tìm hiểu thêm về các file kỹ thuật số của tôi - phần 1,23:06
,,,,,,,Tìm hiểu thêm về các file kỹ thuật số của tôi - phần 2,17:11
,,,,,,Phần 9: Cập nhật về các thay đổi tuyệt vời tại Udemy,,
,,,,,,,Cập nhật,Text
,,,,,,Phần 10: Các đường link Skillfeed,,
,,,,,,,Đường link liên kết với Skillfeed,Text
,,,,,,Phần 11: Thêm thông tin từ Alun Hill,,
,,,,,,,Thêm thông tin từ Alun Hill,Text
