,,,,,,,,
,,,,,,,Khung câu hỏi SQL,3 câu hỏi
,,,,,,,[Cân não] Xây dựng câu hỏi đầu tiên của bạn!,5:32
,,,,,,Phần 3: Các truy vấn cơ bản,,
,,,,,,,COUNT() và GROUP BY,6:23
,,,,,,,[Cân não] Tweak,Text
,,,,,,,COUNT() và GROUP BY,3 câu hỏi
,,,,,,,[Cân não] Tổ chức phim bằng đánh giá,4:17
,,,,,,,Kết nối các bảng với nhau,6:40
,,,,,,,[Cân não]  Kết nối bảng (Khởi động),2 câu hỏi
,,,,,,,[Cân não] Kết nối bảng,5:32
,,,,,,,[Cân não] Tìm kiếm sản phẩm bán chạy nhất của bạn,5:23
,,,,,,,"Gặp khó khăn trong việc định nghĩa ""Kết nối bảng""?",Văn bản
,,,,,,,Số học và câu lệnh sắp xếp các hàng theo quy định cột [Order by],11:37
,,,,,,,[Cân não] Tìm kiếm cửa hàng đứng đầu của bạn,4:14
,,,,,,,"LEFT(), MIN() và MAX()",11:04
,,,,,,,[Cân não] Tìm kiếm người dùng hiện tại - Thời điểm Khách hàng sử dụng lần cuối cùng,0:36
,,,,,,,[Cân não] Tìm Tháng qua sự tăng lên của thu nhập tháng,4:53
,,,,,,,DISTINCT,6:28
,,,,,,,[Cân não] Tìm rạp chiếu bóng nhất định được thuê mỗi tháng,4:09
,,,,,,,IN(),6:29
,,,,,,,Toán tử so sánh và HAVING,5:26
,,,,,,,[Cân não] Phá vỡ Thu nhập bằng Lưu giữ và Đánh giá,4:57
,,,,,,Phần 4: Truy vấn nâng cao,,
,,,,,,,Các bảng tạm ,9:12
,,,,,,,Tìm kiếm thu nhập hàng năm qua Diễn viên/ Diễn viên nữa + Kết luận (và Mẹo cuối cùng)!,8:02
,,,,,,Chương 5: Bài giảng tặng thêm,,
,,,,,,,[Cân não] JOINs,19:19
,,,,,,, [Cân não] Tặng thêm: JOINs,5:02
,,,,,,,"Phân tích độ gia nhập của người dùng là gì và tại sao nó ""KEWL""?",6:49
,,,,,,,Truy vấn Phân tích gia nhập - Thời điểm thú vị,19:18
,,,,,,,Phản hồi ẩn danh!,IFrame
,,,,,,,14 T5 - 15 T6 Kỳ thi kết thúc,Văn bản
,,,,,,,Yêu cầu từ những nhóm trưởng,Văn bản
,,,,,,,Thời khóa biểu thuyết trình mới,Văn bản
