Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Vậy nên tôi biết rằng các thử nghiệm đó hiệu quả - tất cả thu nhập của tôi sẽ nhân tiện được thể hiện ngay phía bên dưới!,,- Học những bí mật để tương tác với học viên của bạn,,,Quan trọng là bạn phải làm điều này trước. Làm ơn!,4:28,Video,
,,,Từng kỹ thuật mà tôi tiết lộ trong khoá học này sẽ dễ dàng để nắm bắt trong vài phút - và có thể ngày lập mang lại cho bạn tiền lời ngay lập tức.,,- Học một bí mật tuyệt diệu về micro,,Phần 3: Những bí mật bắt đầu từ đây!,,,,
,,,"Không có gì được giữ bí mật cả - Tôi sẽ tiết lộ tất cả những gì tôi biết ... và khi tôi thử nghiệm nhiều điều hơn nữa, những gì thành công sẽ được thêm vào khoá học - mà không làm bạn phải trả thêm chi phí. Đây là một khoá học mà sẽ tiếp tục phát triển.",,- Học một cách miễn phí tuyệt vời để có thể có được một hình thumbnail đẹp nhất cho khoá học của bạn.,,,Những bí mật đầu tiên tiết lộ ở đây - Tiêu đề và Mô tả (Bản xem trước),8:46,Video,
,,,"Cùng với Cam đoan của Tudemy có giá trị trong 30 ngày, bạn có lời hứa của tôi rẳng bạn sẽ hài lòng và kinh ngạc bởi những gì bạn học được trong 2 giờ đồng hồ nữa ... và bạn sẽ tự đá vào mình nếu như bạn đã sở hữu khoá học Tudemy rồi nhưng lại bỏ lỡ nhưng cơ hội kiếm tiền tuyệt vời.",,- Học điều mà không ai nhận ra về những đánh giá của khoá học,,,AIDA là vũ khí bí mật của bạn - Và tôi đang không nói tào lao đâu! ,6:32,Video,
,,,NHỮNG GÌ KHÔNG NẰM TRONG KHÓA HỌC,,- Bạn không cần một chiếc máy quay - Tôi không bao giờ sử dụng nó,,,Định giá - Bí mật của một mức giá chính xác - Nó hơn những gì bạn nghĩ đấy!,13:53,Video,
,,,"Tôi không bao gồm các khoản mục đã được Udemy công bố tự do vì những khoản mục này đã có sẵn miễn phí rồi. Tôi giới thiệu cho các bạn với những bằng chứng thật rằng công việc nào có thể giúp được bạn thu hút lượt xem, tạo ra doanh thu nối tiếp doanh thu.",,,,,Thu nhập trên từng học viên - Giải thích đặc tính bị hiểu lầm nhiều nhất!,5:20,Video,
,,,"Tôi sẽ không ""nhìn vào khoá học của bạn"" và ""bảo bạn điều gì sai"". Tôi không biết về trình độ của bạn - và sẽ là quá khinh suất khi tôi đưa ra bất kỳ lời khuyên nào đến bạn. Bạn bắt buộc phải có cái gì đó (gì cũng được) bạn có thể dạy được. À, và tôi không bao giờ xuất hiện trước máy quay - và bạn cũng không cần đâu!",,,,,Cập nhật Mô tả: Cách siêu hiệu quả để kiếm tiền,3:58,Video,
,,,"Tôi sẽ không dạy bạn bất kỳ điều gì mà bởi bất kỳ lý do gì, phá vỡ điều khoản, luật lệ và điều kiện, vv.. của Tudemy, cho dù là chúng được viết ra hay ngụ ý - Tôi vô cùng trân trọng thu nhập từ Tudemy của tôi.",,,,,Thêm bài giảng mới - Làm sao để thực hiện cách hiệu quả bí mật này,2:28,Video,
,,,Khoá học này không được trợ giúp hay sản xuất bởi Tudemy - tất cả là sản phẩm của bản thân tôi... nhưng nhân viên tuyệt vời của Tudemy tất nhiên sẽ luôn sẵn sàng giúp đỡ các bạn!,,,,,Hoàn tiền là một điều tuyệt vời - Xem Tại sao! ,5:25,Video,
,,,"Nhưng, nếu bạn muốn biết ""các thông tin cá nhân bên trong"" của tôi - hãy nhớ rằng tôi đã kiếm được trên $185,000 trong 6 tháng vừa qua mà không cần phải làm việc nhiều, bao gồm $32,000 trong tháng Mười Hai và hơn $29,000 trong tháng Một và bây giờ là hơn $32,000 trong tháng Hai và $32,000 khác trong tháng Ba năm 2015, (và giờ tôi không làm việc quá một giờ hàng ngày) - bạn cần khoá học này ngay bây giờ... ngay tại giây phút này.",,,,,Tương tác - Bí mật chính trong sự thành công của Tudemy,6:08,Video,
,,,Từng phút bạn trì hoãn thực ra đang làm mất tiền của bạn.,,,,,Cách để có được hình thumbnail đẹp nhất cho khoá học của bạn. - Miễn phí!,3:05,Video,
,,,Đăng ký ngay bây giờ!,,,,,"Cập nhật tuyệt vời về các thumbnail miễn phí, đẹp mắt ngoài sức tưởng tượng",Văn bản,Text,
,,,,,,,,Thumbnail - Quy tắc mới từ Tudemy,Văn bản,Text,
,,,,,,,,"Xem trước  Những bí mật - Hầu như không ai làm việc này, nhưng một cách đáng kinh ngạc, nó làm gia tăng doanh số bán hàng.",4:30,Video,
,,,,,,,,Đánh giá - Cái mà không ai nhận ra...,9:25,Video,
,,,,,,,,Cách để chống lại những kẻ vi phạm bản quyển - và chiến thằng!,8:00,Video,
,,,,,,,,Biết thêm về khoá học của tôi - Trả lời những câu hỏi về các Ngách thành công,4:33,Video,
,,,,,,,Phần 4: Trang thiết bị của tôi,,,,
,,,,,,,,Microphone - Đây là những kỹ thuật bí mật của tôi để có thể có chất lượng âm thanh tốt,13:59,Video,
,,,,,,,,Thêm các bí mật về Microphone được tiết lộ,Văn bản,Text,
,,,,,,,,Trước và sau với Microphone ưa thích của tôi - Xem nó tốt thế nào nhé! (Bản xem trước),1:41,Video,
,,,,,,,Phần 5: Kiếm được nhiều tiền hơn nữa bằng những cách này,,,,
,,,,,,,,Bí mật của các smartphone iOS và Android - Kiếm nhiều tiền hơn!,4:32,Video,
,,,,,,,,Thêm một vài trăm đô la hàng tháng chỉ với vài phút làm việc thêm,11:14,Video,
,,,,,,,Phần 6: Làm sao tôi có được một video giới thiệu đáng kinh ngạc? (Bạn có thể có chúng với giá rất rẻ!),,,,
,,,,,,,,Giới thiệu về video với phong cách đồ hoạ vô tuyến: Cách rẻ và dễ,Văn bản,Text,
,,,,,,,,Cách tuyệt vời để tạo nên Lời giới thiệu cho bài giảng!,Văn bản,Text,
,,,,,,,Phần 7: Bình luận của tôi và những tự thị,,,,
,,,,,,,,Về phần này,Văn bản,Text,
,,,,,,,,Bàn luận về hoàn tiền,Văn bản,Text,
,,,,,,,,Thủ thuật tinh xảo nhỏ để kiếm được nhiều tiền nhất,Văn bản,Text,
,,,,,,,,Khai thác lợi ích từ chương trình liên kết Tudemy để sinh lời,Văn bản,Text,
,,,,,,,,Sử dụng báo chí để thúc đẩy khoá học của bạn?,Văn bản,Text,
,,,,,,,,Làm sao để gia tăng ồ ạt doanh số bán hàng từ khoá học hiện có của bạn?,Văn bản,Text,
,,,,,,,,Mỗi bài kiểm tra/thử nghiệm nên kéo dài bao lâu?,Văn bản,Text,
,,,,,,,Phần 8: Kết luận - các file kỹ thuật số của tôi,,,,
,,,,,,,,Tìm hiểu thêm về các file kỹ thuật số của tôi - phần 1,23:06,Video,
,,,,,,,,Tìm hiểu thêm về các file kỹ thuật số của tôi - phần 2,17:11,Video,
,,,,,,,Phần 9: Cập nhật về các thay đổi tuyệt vời tại Tudemy,,,,
,,,,,,,,Cập nhật,Văn bản,Text,
,,,,,,,Phần 10: Các đường link Skillfeed,,,,
,,,,,,,,Đường link liên kết với Skillfeed,Văn bản,Text,
,,,,,,,Phần 11: Thêm thông tin từ giảng viên,,,,
,,,,,,,,Thêm thông tin từ giảng viên,Văn bản,Text,
