Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Chúng tôi sẽ có phần BONUS để cái bài giảng mới được thêm vào sau khóa học (bao gồm những bài giảng được học viên yêu cầu, những kiến thức nâng cao hơn, chiến lược gỡ rối, v..v)",,,,Phần 3: Các truy vấn cơ bản,,,,
,,,Chúng tôi tham gia trực tiếp trên bảng thảo luận để trả lời bất cứ câu hỏi nào bạn có. Vì vậy đừng e ngại đặt câu hỏi,,,,,COUNT() và GROUP BY,6:23,Video,
,,,CHÚ Ý VỀ SƯ PHẠM,,,,,[Cân não] Tweak,Văn bản,Text,
,,,"Chúng tôi biết cảm giác lúc mua một cuốn sách, lúc bạn cảm thấy rất tốt về bản thân, nhưng lại không đọc xong nó và không nhạn được gì từ nó. Chúng tôi không muốn điều đó xảy ra trong khóa học này. Điều chúng tôi muốn trong khóa học này là bạn thực sự hoàn thành được nó. Chúng tôi tin rằng một nửa của việc học là động lực và sự cam kết, vì vậy chúng tôi vẫn tiếp tục cố gắng hết sức để khiến khóa học thú vi, liên quan, có tính giải trí hơn - không màu mè, không lê thê, sẽ chỉ là những điều thực sự cần thiết. Trời ơi, bạn thậm chí thấy mình vừa bỏ qua một bữa tiệc để dành thời gian với những người bạn mới (chúng tôi chẳng hạn)!",,,,,COUNT() và GROUP BY,3 câu hỏi,Quiz,
,,,CÂU HỎI THƯỜNG GẶP,,,,,[Cân não] Tổ chức phim bằng đánh giá,4:17,Video,
,,,Tôi có cần trả tiền cho phần mềm nào để tham gia khóa học không? Câu trả lời là không. Mọi thứ chúng tôi dùng để phân tích dữ liệu với SQL là hoàn toàn miễn phí. Chúng tôi sẽ hưỡng dẫn bạn cài đặt và chạy bất kỳ phần mềm nào mà chúng tôi sử dụng.,,,,,Kết nối các bảng với nhau,6:40,Video,
,,,,,,,,[Cân não]  Kết nối bảng (Khởi động),2 câu hỏi,Quiz,
,,,,,,,,[Cân não] Kết nối bảng,5:32,Video,
,,,,,,,,[Cân não] Tìm kiếm sản phẩm bán chạy nhất của bạn,5:23,Video,
,,,,,,,,"Gặp khó khăn trong việc định nghĩa ""Kết nối bảng""?",Văn bản,Text,
,,,,,,,,Arithmetic và Order By,11:37,Video,
,,,,,,,,[Cân não] Tìm kiếm cửa hàng đứng đầu của bạn,4:14,Video,
,,,,,,,,"LEFT(), MIN() và MAX()",11:04,Video,
,,,,,,,,[Cân não] Tìm kiếm người dùng hiện tại - Thời điểm Khách hàng sử dụng lần cuối cùng,0:36,Video,
,,,,,,,,[Cân não] Tìm Tháng qua sự tăng lên của thu nhập tháng,4:53,Video,
,,,,,,,,DISTINCT,6:28,Video,
,,,,,,,,[Cân não] Tìm rạp chiếu bóng nhất định được thuê mỗi tháng,4:09,Video,
,,,,,,,,IN(),6:29,Video,
,,,,,,,,Toán tử so sánh và HAVING,5:26,Video,
,,,,,,,,[Cân não] Phá vỡ Thu nhập bằng Lưu giữ và Đánh giá,4:57,Video,
,,,,,,,Phần 4: Query nâng cao,,,Video,
,,,,,,,,Các bảng tạm ,9:12,Video,
,,,,,,,,Tìm kiếm thu nhập hàng năm qua Diễn viên/ Diễn viên + Kết luận (và Mẹo cuối cùng)!,8:02,Video,
,,,,,,,Chương 5: Bài giảng tặng thêm,,,,
,,,,,,,,[Cân não] JOINs,19:19,Video,
,,,,,,,, [Cân não] Tặng thêm: JOINs,5:02,Video,
,,,,,,,,"Phân tích độ gia nhập của người dùng là gì và tại sao nó ""KEWL""?",6:49,Video,
,,,,,,,,Truy vấn Phân tích gia nhập - Cao cấp hơn nữa,19:18,Video,
,,,,,,,,Phản hồi ẩn danh!,IFrame,IFrame,
,,,,,,,,14 T5 - 15 T6 Kỳ thi kết thúc,Văn bản,Text,
,,,,,,,,Yêu cầu từ những nhóm trưởng,Văn bản,Text,
,,,,,,,,Lịch trình ra bài học mới,Văn bản,Text,
