Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Làm việc với các kiểu dữ liệu khác: trường thời gian trong tính toán,11:07,Video,
,,,,,,,,Trường số lượng và trường tiền tệ trong tính toán,13:19,Video,
,,,,,,,Phần 9: Sử dụng ABAP để chỉnh sửa dữ liệu trong một bảng cơ sở dữ liệu,,,,
,,,,,,,,Chỉnh sửa dữ liệu trong bảng cơ sở dữ liệu phê duyệt,3:29,Video,
,,,,,,,,Chỉnh sửa dữ liệu trong bảng cơ sở dữ liệu các nguyên tắc cơ bản,5:28,Video,
,,,,,,,,Cơ sở dữ liệu khóa các đổi tượng,5:36,Video,
,,,,,,,,Sử dụng câu lệnh SQL mở,3:25,Video,
,,,,,,,,Sử dụng câu lệnh SQL mở - 5 câu lệnh,3:00,Video,
,,,,,,,,Lệnh chèn - phần 1,15:41,Video,
,,,,,,,,Lệnh chèn - phần 2,5:14,Video,
,,,,,,,,Lệnh xóa,6:56,Video,
,,,,,,,,Lệnh Cập nhật,5:36,Video,
,,,,,,,,Lệnh Chỉnh sửa,7:41,Video,
,,,,,,,,Lệnh Xóa,13:51,Video,
,,,,,,,Phần 10: Kiểm soát sự lưu thông chương trình và các biểu thức Logic,,,,
,,,,,,,,Các cấu trúc kiểm soát sự lưu thông chương trình và kiểm soát các biểu thức Logic,1:07,Video,
,,,,,,,,Câu lệnh IF,11:03,Video,
,,,,,,,,Liên kết các biểu thức Logic lại với nhau,2:41,Video,
,,,,,,,,Kiểm soát sự lưu thông chương trình và Các biểu thức logic lồng với câu lệnh IF,5:11,Video,
,,,,,,,,Kiểm soát sự lưu thông chương trình và Các biểu thức logic bọc câu lệnh,6:55,Video,
,,,,,,,,Lựa chọn các vòng lặp,4:33,Video,
,,,,,,,,Kiểm soát sự lưu thông chương trình và Các biểu thức logic: Vòng lặp Do,5:46,Video,
,,,,,,,,Vòng lặp Do lồng nhau,10:13,Video,
,,,,,,,,Vòng lặp while,4:37,Video,
,,,,,,,,Kiểm soát sự lưu thông chương trình và Các biểu thức logic: Vòng lặp While lồng nhau,3:13,Video,
,,,,,,,,Vòng lặp Termination  - Continue,4:44,Video,
,,,,,,,,Kiểm soát sự lưu thông chương trình và Các biểu thức logic: Kiểm tra vòng lặp Termination,5:57,Video,
,,,,,,,,Vòng lặp Termination  - Exit ,5:58,Video,
,,,,,,,Phần 11: Xây dựng màn hình lựa chọn cho người dùng,,,,
,,,,,,,,Các sự kiện,6:31,Video,
,,,,,,,,Giới thiệu về màn hình lựa chọn,2:30,Video,
,,,,,,,,Tạo ra màn hình lựa chọn,5:37,Video,
,,,,,,,,Trong màn hình lựa chọn,4:42,Video,
,,,,,,,,Các thông số,12:16,Video,
,,,,,,,,Màn hình ô lựa chọn và các thông số cho nút lựa chọn,7:22,Video,
,,,,,,,,Lựa chọn Tự chọn,14:48,Video,
,,,,,,,,Lựa chọn Ví dụ,10:45,Video,
,,,,,,,,Màn hình lựa chọn: thêm các lựa chọn,1:52,Video,
,,,,,,,,Màn hình lựa chọn: các yếu tố văn bản,7:34,Video,
,,,,,,,,Màn hình lựa chọn: các biến thể,10:13,Video,
,,,,,,,,Màn hình lựa chọn: biểu tượng văn bản,5:08,Video,
,,,,,,,,Màn hình lựa chọn: tin nhắn văn bản,15:28,Video,
,,,,,,,,Bỏ qua các hàng và phần gạch chân,6:00,Video,
,,,,,,,,Màn hình lựa chọn: bình luận,4:06,Video,
,,,,,,,,Định dạng hàng và vị trí,7:53,Video,
,,,,,,,,Các khối thành phần,4:26,Video,
,,,,,,,Phần 12: Các bảng nội bộ,,,,
,,,,,,,,Giới thiệu về bảng nội bộ,6:51,Video,
,,,,,,,,Các loại bảng nội bộ,5:53,Video,
,,,,,,,,Một vài hướng dẫn thực hành hay nhất,1:30,Video,
,,,,,,,,Bảng nội bộ: Tạo Bảng sắp xếp và Bảng chuẩn,22:07,Video,
,,,,,,,,Bảng nội bộ: Điền dòng tiêu đề vào Bàng nội bộ,11:54,Video,
