Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Khóa học cũng bao gồm các chiến lược cho việc duy trì sự tự tin khi rơi vào trạng thái lo âu, và làm thế nào để đối phó với những tình huống căng thẳng. Sau đó, bạn sẽ tiến tới thực tập giao tiếp xã hội qua các bài tập như tạo sự tối giản hóa giả định. Cuối cùng, một khi bạn đã hoàn thành được quá trình, bạn sẽ học một vài những thủ thuật có thể đẩy mạnh sự tự tin và tiếp tục duy trì điều đó qua từng ngày.",,,,,Những mối quan hệ tác động thế nào đến tư duy của bạn,8:07,Video,
,,,"Những học viên đã hoàn thành khóa học sẽ được chuẩn bị về mặt tình thần để cảm nhận rõ hơn sự tự tin và tràn đầy lòng tự trọng trong hầu hết các hoàn cảnh, bao gồm những khoảnh khắc thay đổi có làm xoay chuyển cuộc sống của bạn. Khóa học này cũng có thể làm tăng khả năng thấy những cơ hội hàng ngày và tìm kiếm chúng thay vì bó hẹp trong sự sợ hãi.",,,,,Cảm thấy giống như một người CHIẾN THẮNG (1/2),7:51,Video,
,,,Học cách không để sự lo lắng ngăn cản bạn dẫn dắt cuộc sống mà bạn xứng đáng; bắt đầu giành lại sức mạnh về tinh thần với những thủ thuật và chiến lược và không để cuộc sống đưa đẩy bạn mà bạn không hay biết.,,,,,Cảm thấy giống như một người CHIẾN THẮNG (2/2),7:17,Video,
,,,Mọi người nói gì về khóa học này:,,,,,Tôi rất tuyệt!,4:27,Video,
,,,""" Khóa học tốt nhất mà tôi đã tham gia. Tôi đã tham gia 2 khóa học của thầy, một giáo viên tuyệt vời "" - Mèo Đần.",,,,,Thử thách thư giãn 2,2:54,Video,
,,,""" Khóa học tuyệt vời. Giảng viên rất thẳng thắn và đưa ra rất nhiều các ví dụ thực tiễn và đưa cả những thử thách để luyện tập. Các video có chất lượng rất cao và sáng tạo, một ý tưởng hay khi quay những video ở các thành phố khác nhau trên thế giới. Tôi sẽ trở lại để ghi nhớ những khía cạnh vững chắc rằng tôi quên và chắc chắn là tôi sẽ luyện tập luôn bây giờ "" "" Khóa học tuyệt vời. Hãy tận hưởng khóa học này. Có những thứ tuyệt vời mang đi được nhận lại. Rất cập nhật với thế giới ngày nay. """,,,,,Sức mạnh của những cuốn sách audio,4 trang,Document,
,,,""" NÓ THẬT ĐÁNG GIÁ! Tôi vẫn chưa kết thúc khóa học, nhưng tôi có thể nói rằng, nếu bạn thât sự lắng nghe, thấu hiểu và làm theo các bước và các gợi ý trên video, bạn sẽ chắc chắn tăng sự tự tin của mình!! "" "" Thật sự là rất vui và thử thách. Mặc dù tin rằng tôi khá sự tin về bản thân, nhưng tôi vẫn tham gia khóa học này để thấy rằng tôi có thể học được một vài điều gì đó mới. Khóa học thật sự thay đổi quan điểm của tôi về cái mà bạn có thể làm để nâng cao lòng tự trọng của mình. Đặc biệt là những Thử Thách thoải mái - như bạn có thể đoán được - rất thách thức. Chất lượng của các video thật sự là đáng ngạc nhiên và bạn có thể thấy rằng Jimmy đã dành rất nhiều nỗ lực với khóa học này. Tôi thật sự ngưỡng mộ với điều đó """,,,,,Ôn tập nhanh,1 trang,Document,
,,,""" Tin tôi đi, bạn có thể nâng cao gấp đôi sự tự tin của mình! Khóa học của Jimmy Naraine về "" Gấp đôi sự tự tin & lòng tự trọng của mình "" đã vượt qua cả sự kỳ vọng của tôi. Có rất nhiều những yếu tố mà chúng tôi cho là không quan trọng. Những nếu giải quyết hợp lý, tầm quan trọng của thành công trong việc đạt được sự tự tin là điều có thật. Anh ấy giải thích thật chi tiết, điều mà làm chúng tôi nghĩ lại "" Vì sao chúng tôi chưa bao giờ nghĩ về điều đó hồi trước?! "" Tôi đã bắt đầu luyện tập với sự gợi ý của anh ấy. Âm thanh và video là một điểm cộng cho khóa học này. Rất khuyến khích. """,,,,Phần 4: Đẩy mạnh sự chuyển đổi của bạn,,,,
,,,""" NHỮNG THÔNG TIN TUYỆT VỜI! Jimmy Naraine là một người đàn ông thực thụ! Anh ấy đưa ra những thông tin rất hữu ích và anh giải thích mọi điều rất tốt. Anh ấy không có sử dụng bất kỳ những lời đường mật nào. Anh ấy đi thẳng vào vấn đề! HÀNH ĐỘNG thôi! """,,,,,Trở thành một diễn viên,5:37,Video,
,,,""" KHÓA HỌC TUYỆT VỜI. Một khóa học được xây dựng xuất sắc, rất nhiều video hay và thật sự đề cập đền nội dung. Được trình bày rất tốt và chân thực theo cách chuyên nghiệp. Với cá nhân tôi thì khóa học rất đáng giá, sự tự tin của tôi và những kỹ năng giao tiếp đã được tăng thêm đáng kể và chất lượng sống nhìn chung đã được tăng lên nhiều. 1 Sự khuyến khích cực lớn """,,,,,Đừng đi theo vết xe đổ 1/2,4:37,Video,
,,,""" Khóa học xuất sắc để khiến bạn tự tin hơn rất nhiều. Nội dung của khóa học là những video ngắn và rất trọng tâm. Tôi giống như đứa bé đi từng bước theo sự chỉ dẫn của Jimmy với các thủ thuật của anh ấy. Khóa học thật sự rất vui để nỗ lực vượt qua tất cả những thử thách. Khuyến khích cao """,,,,,Đừng đi theo vết xe đổ 2/2,5:02,Video,
,,,""" Đáng giá từng đồng xu! Khóa học này đã thực hiện những cái đã mà đã giới thiệu và còn hơn thế nữa, anh ấy thật sự đem bạn vào một chuyến đi mà bạn sẽ được tận hưởng cũng như thấy được những vấn đề cốt lõi mà bạn vẫn đang gặp phải và đang níu lại sự tự tin của mình phía sau và biết cách làm thế nào để thay đổi được những điều đó. "" - Jerome Moore",,,,,Thử thách thư giãn 3,2:13,Video,
,,,""" Một khóa học đáng ngạc nhiên. Tôi đang học rất nhiều và tôi bị ấm tượng với người thuyết trình. Anh ấy hiểu thế mạnh của mình và dẫn rất tuyệt. Cám ơn anh. """,,,,Phần 5: Sự tự tin xã hội & sự tự tin nhận thức,,,,
,,,""" Rất nhiều những khái niệm tốt. Jimmy có thể tìm được những từ chính xác và những ví dụ để có thể giải thích những khái niệm mang tính lý thuyết về sự tự tin và lòng tự trọng. Tôi khá chắc chắn rằng việc áp dụng những ý tưởng sẽ là tăng sự tự tin của con người. "" "" Tôi cần khóa học này. Cám ơn Jimmy rất nhiều với khóa học kỳ diệu này. Tôi thích tất các các kỹ năng bạn dạy trong khóa học này. Nhưng đây một điều đặc biệt đối với tôi và cái đem lại cho tôi sức mạnh và giúp đỡ là những thủ thuật điện thoại. Bất cứ khi nào tôi cảm thấy tôi cần một vài động lực với sự tự tin của tôi, tôi sử dụng nó và phương pháp đó thật sự đã giúp tôi rất nhiều trong những hoàn cảnh tôi gặp phải. """,,,,,Chiến lược cơ bản để thúc đẩy sự tự tin xã hội của bạn,9:45,Video,
,,,"""CHẤT LƯỢNG SẢN XUẤT XUẤT SẮC. Đội ngũ xây dựng khóa học đã rõ ràng làm ra được một thương vụ lớn trong nỗ lực làm phim và hậu kỳ. Họ đã đặt ra 1 tiêu chuẩn cho những giảng viên khác noi theo """,,,,,TẶNG KÈM (28/04/2014) Những con người được ngợi khen!,4:39,Video,
,,,""" Một khóa học thiên tài! Một khóa học thật không thể tin được, tôi không có thể theo học hết đc khóa học nhưng tôi bị ngạc nhiên với sự dồi dào của lượng kiến thức trong khóa học. Chất lượng sản xuất video xuất chúng và giảng viên thật xuất sắc. Khuyến khích tuyệt đối.""",,,,,Elevator Pitch 1/2,10:02,Video,
,,,,,,,,Elevator Pitch 2/2,6:07,Video,
,,,,,,,,Luôn luôn chuẩn bị 1/2,5:14,Video,
,,,,,,,,Luôn luôn chuẩn bị 1/2,7:10,Video,
,,,,,,,,Những câu chuyện về dự án giá trị cao,8 trang,Document,
,,,,,,,,Giao tiếp bằng mắt,7:01,Video,
,,,,,,,,Mẹo điện thoại 1/2,3:30,Video,
,,,,,,,,Mẹo điện thoại 2/2,7:04,Video,
,,,,,,,,Thử thách thư gian cuối cùng,8:51,Video,
,,,,,,,Phần 6: TẶNG KÈM: Các mẹo cơ bản - Tác dụng khổng lồ,,,,
,,,,,,,,TẶNG KÈM 24/10/2014 Làm thế nào để tiêu diệt tinh thần tiêu cực,9:07,Video,
,,,,,,,,Làm thế nào để tham gia được bất kỳ câu lạc bộ nào (miễn phí) - Chìa khóa để trở thành một người quan trọng (VIP),5:37,Video,
,,,,,,,,Vượt qua những niềm tin giới hạn - Cuộc sống rất ngắn,1:48,Video,
,,,,,,,,3 bước để đến với thành công - 15 phút nghi thức buối sáng 1/2,2:59,Video,
,,,,,,,,3 bước để đến với thành công - 15 phút nghi thức buối sáng 2/2,3:02,Video,
,,,,,,,,"""Xin chào người bạn cũ"" ",4:36,Video,
,,,,,,,,Cám ơn!,2:11,Video,
,,,,,,,Phần 7: TẶNG KÈM tháng 5 2015,,,,
,,,,,,,,Tặng kèm tháng 5 - 1,4:43,Video,
,,,,,,,,Tặng kèm tháng 5 - 2,5:22,Video,
,,,,,,,,Tặng kèm tháng 5 - 3,4:35,Video,
,,,,,,,,Tặng kèm tháng 5 - 4,3:06,Video,
,,,,,,,Phần 8: Mới! Phiên bản dạng tiếng mới cho máy nghe nhạc MP3/iPod của bạn,,,,
,,,,,,,,Giới thiệu về những thử thách thư giãn AUDIO,8:03,Video,
,,,,,,,,Thử thách thư giãn 1 AUDIO,2:44,Video,
,,,,,,,,Thử thách thư giãn 2 AUDIO,2:54,Video,
,,,,,,,,Thử thách thư giãn 3 AUDIO,2:13,Video,
,,,,,,,,Thử thách thư giãn cuối cùng AUDIO,8:51,Video,
,,,,,,,,Luôn luôn chuẩn bị phần 1 AUDIO,5:14,Video,
,,,,,,,,Luôn luôn chuẩn bị phần 2 AUDIO,7:10,Video,
,,,,,,,,Trở thành một diễn viên AUDIO,5:37,Video,
,,,,,,,,Tôi cảm thấy tuyệt! AUDIO,4:27,Video,
,,,,,,,,Đừng đi lại vào vết xe đổ phần 1 AUDIO,4:37,Video,
,,,,,,,,Đừng đi lại vào vết xe đổ phần 2 AUDIO,5:02,Video,
,,,,,,,,Vì sao tôi tuyệt AUDIO,8:05,Video,
,,,,,,,,Cám giác giống như một người CHIẾN THẮNG phần 1 AUDIO,7:51,Video,
,,,,,,,,Cám giác giống như một người CHIẾN THẮNG phần 2 AUDIO,7:17,Video,
,,,,,,,,Tăng thêm sự tối giản phần 1 AUDIO,10:02,Video,
,,,,,,,,Tăng thêm sự tối giản phần 2 AUDIO,6:07,Video,
,,,,,,,,Dừng việc tìm kiếm sự chấp nhận AUDIO,4:59,Video,
