Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Cách tận dụng tối đa một cốc đồ uống dinh dưỡng,,,,,Ăn chay không liên tục,2:16,Video,
,,,Xác định thời gian các bữa ăn nhằm tạo năng lượng tối đa,,,,,Chia phần bữa ăn + Các bước thực hiện,3:28,Video,
,,,Cấu trúc dinh dưỡng lý tưởng cho mỗi bữa ăn,,,,Phần 4: Bữa sáng,,,,
,,,Các cách sử dụng caffeine hiệu quả nhất,,,,,Giới thiệu và tầm quan trọng của nước,3:01,Video,
,,,Đây chỉ là một ví dụ nhỏ về những gì khóa học có thể cung cấp. Bất cứ ai đang tìm cách cải thiện sức khoẻ và năng suất lao động hàng ngày của mình đừng quên vào đây!,,,,,Chọn chất dinh dưỡng,2:18,Video,
,,,"Nếu bạn có câu hỏi khi tham khảo tài liệu hoặc yêu cầu nội dung bổ sung, hãy cho tôi biết, tôi sẽ đích thân trả lời, thêm các mục khác vào khóa học và hướng dẫn cách bạn có thể áp dụng các thông tin này trực tiếp vào cuộc sống. Vì vậy, còn chần chừ gì nữa mà không đăng ký ngay bây giờ!",,,,,Protein Shake (Protein lỏng) và các bước thực hiện,3:11,Video,
,,,Hẹn gặp bạn sớm nhé!!,,,,Phần 5: Bữa trưa,,,,
,,,Michael Gross,,,,,Giới thiệu và thiết kế một bữa trưa.,3:36,Video,
,,,,,,,,Ăn trưa bên ngoài và các bước chuẩn,2:58,Video,
,,,,,,,Phần 6: Bữa tối,,,,
,,,,,,,,Các thành phần cấu thành một bữa tối phát huy tối đa năng lượng,4:40,Video,
,,,,,,,,Lựa chọn bữa ăn dựa vào việc thúc đẩy năng lượng và giấc ngủ,2:25,Video,
,,,,,,,,Bữa ăn nhẹ giúp ngủ ngon và các bước thực hiện,2:02,Video,
,,,,,,,Mục 7: Ăn vặt,,,,
,,,,,,,,Khái niệm cơ bản trong ăn nhẹ + lựa chọn ăn nhẹ,3:40,Video,
,,,,,,,Phần 8: Ăn uống đủ năng lượng trong khi du lịch,,,Video,
,,,,,,,,Những điều cơ bản về ăn uống khi đi du lịch,3:20,Video,
,,,,,,,,Mẹo ăn uống dành cho dân du lịch,4:16,Video,
,,,,,,,Phần 9: Caffeine,,,,
,,,,,,,,Khái niệm cơ bản về caffeine,3:17,Video,
,,,,,,,,Làm thế nào để sử dụng caffeine,3:53,Video,
,,,,,,,Mục 10: Các yếu tố khác,,,,
,,,,,,,,Ngủ để để có năng lượng,2:55,Video,
,,,,,,,,Tập thể dục để có năng lượng,1:52,Video,
,,,,,,,,Căng thẳng và năng lượng,2:15,Video,
,,,,,,,Phần 11: Hành trình bắt đầu,,,,
,,,,,,,,Bắt đầu hành trình của bạn để tăng cường năng lượng cho bản thân,2:25,Video,
,,,,,,,,N = 1 hoặc N = BẠN,2:53,Video,
