Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Sự hổ thẹn và tội lỗi,14:37,Video,
,,,,,,,,Sự bẽ bàng và xấu hổ,10:49,Video,
,,,,,,,,Sức mạnh của việc làm chủ câu chuyện cuộc đời của chúng ta,11:05,Video,
,,,,,,,,Bốn yếu tố để loại bỏ sự hổ thẹn,11:02,Video,
,,,,,,,,Đối phó với sự hổ thẹn,8:13,Video,
,,,,,,,Phần 3: Sự đồng cảm và sự yếu đuối,,,,
,,,,,,,,Xem lại những yếu tố loại bỏ sự hổ thẹn,9:07,Video,
,,,,,,,,4 phẩm chất của sự đồng cảm,18:44,Video,
,,,,,,,,Đồng cảm vs Thông cảm,11:55,Video,
,,,,,,,,Những điều hoang đường về sự yếu đuối,10:54,Video,
,,,,,,,,Trở nên không hoàn hảo với người khác,15:30,Video,
,,,,,,,,Từ việc bị phản bội đi đến việc tin tưởng,6:44,Video,
,,,,,,,Phần 4: Vũ khí của sự yếu đuối,,,,
,,,,,,,,Linh cảm về niềm vui,15:08,Video,
,,,,,,,,Thực hành sự biết ơn,13:34,Video,
,,,,,,,,Chủ nghĩa hoàn hảo: Chiếc khiên nặng 20 tấn,8:22,Video,
,,,,,,,,Làm thế nào và tại sao chúng ta bị tê liệt,14:18,Video,
,,,,,,,,Thấu kính của Nạn nhân hoặc Ông hoàng,7:51,Video,
,,,,,,,,Những kệ nhỏ trong chiếc khiên,20:35,Video,
,,,,,,,Phần 5: Chỉ dẫn từ 1 đến 6,,,,
,,,,,,,,Chỉ dẫn 1: Tu dưỡng tính chân thực,16:58,Video,
,,,,,,,,Chỉ dẫn 2: Tu dưỡng đam mê ,10:01,Video,
,,,,,,,,Chỉ dẫn 3: Tu dưỡng tâm hồn yên bình,12:27,Video,
,,,,,,,,Chỉ dẫn 4 & 5,14:20,Video,
,,,,,,,,Chỉ dẫn 6: Rèn luyện khả năng sáng tạo,14:31,Video,
,,,,,,,Phần 6: Chỉ dẫn 7 đến 10,,,,
,,,,,,,,Chỉ dẫn 7: Rèn luyện việc vui chơi và nghỉ ngơi,31:24:00,Video,
,,,,,,,,Chỉ dẫn 8: Rèn luyện sự bình tĩnh và Điềm đạm,26:12:00,Video,
,,,,,,,,Chỉ dẫn 9: Rèn luyện cách làm những việc có ý nghĩa,9:13,Video,
,,,,,,,,"Chỉ dẫn 10: Cười đùa, hát hò và nhảy múa",13:51,Video,
,,,,,,,,Liều lĩnh ,7:58,Video,
,,,,,,,Phần 7: Tặng kèm: buổi học trực tiếp với tiến sĩ Brene Brown,,,,
,,,,,,,,Phần học trực tuyến #1,1:01:04,Video,
,,,,,,,,Phần học trực tuyến #2,58:34:00,Video,
