Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,""" Một hành trang cần thiết cho bạn để hoàn thành mục tiêu của mình. Thật sự là như vậy! Bạn có thể tìm thấy động lực trong chưa đầy 20 phút. Đây là một phương pháp độc đáo được phát triển bởi giảng viên, nó không phải là một khóa học về động lực 1 cách bình thường. Anh ấy đã ở đây để giúp đỡ, một người thầy nhiệt tình và thân thiện."" - Quang Hợp.",,Kết thúc sự hủy hoại bản thân bằng cách sắp xếp các công cụ tạo động lực để tiến lên đạt mục tiêu một cách đầy hứng thú,,,Bước 6,5:20,Video,
,,,"""Thiết thực và sâu sắc.Đây là một trong những khóa học tốt nhất trên Tudemy về lập mục tiêu! Nếu bạn dành thời gian cho khóa học, bạn sẽ có cơ hội đi qua tất cả các bước trong qui trình thú vị của khám phá bản thân. Khóa học được xây dựng và trình bày rất tốt. Tôi thật sự khuyên bạn nên học khóa học này"" - Văn Thanh.",,Học các đơn giản để chuyển những giới hạn của mình thành thế mạnh và nhận ra năng lượng sáng tạo mới và sự tự tin.,,,Bước 7,3:56,Video,
,,,Khám phá khát khao cốt lõi đằng sau những mục tiêu của bạn dẫn tới cảm hứng mới mẻ và động lực tự nhiên để thiết kế ra một cuộc sống mà bạn mong muốn.,,,,Phần 3: Kết thúc,,,,
,,,"Khóa học này sẽ nói về 1 quy trình 7 bước sẽ giúp bạn tìm ra bạn thật sự muốn gì, tìm ra những điều cản trở bạn đến với thành công và hiểu sâu về những phương thức tạo động lực cốt lõi đằng sau những mục tiêu đó.",,,,,Nhận xét/bước tiếp theo.,2:48,Video,
,,,Nhanh chóng khám phá ra khát vọng cốt lõi và động lực thật sự để đạt được thành công một cách vừa tự nhiên vừa thú vị.,,,,,Liên hệ.,Văn bản,Text,
,,,Nhanh chóng khám phá ra khát vọng cốt lõi và động lực thật sự để đạt được thành công.,,,,,,,,
,,,Trở nên hoàn toàn rõ ràng và loại bỏ nghi ngờ về phương hướng và mục đích trong cuộc sống của bạn.,,,,,,,,
,,,Học bí quyết dẫn tới những hành động hữu hiệu đối với mục tiêu của bạn.,,,,,,,,
,,,Tìm ra cảm hứng mới và sự nhiệt huyết trên con đường tới mục tiêu của bạn.,,,,,,,,
,,,Nhận diện những trở ngại chính cho việc thiết kế lối sống riêng.,,,,,,,,
,,,"Tránh sự lúng túng, phức tạp và cạm bẫy trong các cách đặt mục tiêu truyền thống.",,,,,,,,
,,,Vượt qua sự trì hoãn và bắt tay thực hiện mục tiêu.,,,,,,,,
,,,Nhận thức được điều gì khiến con người mất đi động lực và cách nhìn ra làm thế nào để tránh mắc phải những sai lầm tương tự.,,,,,,,,
,,,Kết thúc sự tự hủy hoại bản thân bằng cách sắp xếp các công cụ tạo động lức để tiếng lên đạt mục tiêu một các đầy hứng thú.,,,,,,,,
,,,Học cách đơn giản để chuyển những hạn chế của bản thân thành thế mạnh và nhận ra nguồn năng lượng sáng tạo mới và sự tự tin.,,,,,,,,
,,,Một qui trình đơn giản và hiệu quả để khám phá bản thân mà có thể giúp bạn tìm ra khát vọng cốt lõi của mình.,,,,,,,,
,,,Tổng quan và Nội dung.,,,,,,,,
,,,"Rất nhiều người gặp vấn đề với việc giữ động lực để làm việc để đạt mục tiêu của họ. Thông thường, lí do là vì học tập trung vào những mục tiêu sai lầm hoặc họ tập trung vào mục tiêu đúng đắn nhưng theo một cách sai lầm.",,,,,,,,
,,,Nhu cầu tăng động lực trở nên không cần thiết khi bạn đúc kết được những gì truyền cảm hứng và thúc đẩy bạn hành động một cách tự nhiên.,,,,,,,,
,,,"Khi bạn làm được điều đó, việc đạt mục tiêu trở nên thú vị và đầy sự hứng thú.",,,,,,,,
,,,Khóa học này cũng sẽ giúp bạn mở ra những niềm tin ẩn giấu tồn tại trên con đường nhận ra ước mơ của bạn.,,,,,,,,
,,,Bạn cũng sẽ có thêm một phương pháp về làm thế nào để bắt đầu thay đổi những niềm tin hạn chế đó.,,,,,,,,
,,,"Sử dụng 11 video định hướng ngắn gọn, cùng với những ví dụ và câu chuyện bản thân để hướng dẫn bạn qua quá trình soi sáng mà nhiều người có thể thấy thay đổi cuộc đời mình.",,,,,,,,
,,,Quy trình 7 bước sau có thể hoàn thành trong 20-30 phút.,,,,,,,,
,,,Nó được thiết kế để giúp bạn đạt được chính xác những kết của mong muốn và đem tới cho bạn một cái nhìn 360 độ về mục tiêu của bạn trước khi bạn đặt ra nhiệm vụ cho mình.,,,,,,,,
,,,Nó sẽ hạn chế nhiều sự lúng túng và phức tạp với việc tìm ra điều gì bạn mong muốn và giúp bạn tránh khỏi những cạm bẫy liên quan tới đặt mục tiêu.,,,,,,,,
,,,Bạn cũng sẽ học một chút về những quan điểm và bắt đầu để ý rằng quan điểm của bạn về mục tiêu của bạn không phải là thực tế và có thể thay đổi để phục vụ bạn tốt hơn.,,,,,,,,
,,,Đây là một điểm bắt đầu tuyệt vời cho những ai sẵn sàng thay đổi cuộc đời hoặc cho bất cứ ai đang tìm kiếm một hành trình mới.,,,,,,,,
,,,Đây chính xác là điểm tôi đã bắt đầu với những khách hàng mẫu của mình. Nó hoạt động tuyệt vời và bạn đơn giản chỉ cần làm theo các hướng dẫn.,,,,,,,,
,,,"Bạn sẽ có những nhận thức rõ ràng mới, cảm hứng và động lực để sống cuộc sống bạn thật sự muốn.",,,,,,,,
,,,Tôi muốn bạn lưu ý rằng mọi khoảnh khắc bạn không sắp xếp được mong muốn của mình là lúc bạn lãng phí thời gian theo đuổi giấc mơ của người khác.,,,,,,,,
,,,"Vậy bạn có thể thở, thư giãn, tham gia khóa học ngay để bắt đầu sống cuộc sống mà bạn xứng đáng.",,,,,,,,
,,,"Vậy bạn có thể thở, thư giãn, tham gia khóa học ngay để bắt đầu sống cuộc sống mà bạn xứng đáng.",,,,,,,,
,,,Bạn cũng sẽ học một chút về những quan điểm và bắt đầu để ý rằng quan điểm của bạn về mục tiêu của bạn không phải là thực tế và có thể thay đổi để phục vụ bạn tốt hơn.,,,,,,,,
,,,Đây là một điểm bắt đầu tuyệt vời cho những ai sẵn sàng thay đổi cuộc đời hoặc cho bất cứ ai đang tìm kiếm một hành trình mới.,,,,,,,,
,,,Đây chính xác là điểm tôi đã bắt đầu với những khách hàng mẫu của mình. Nó hoạt động tuyệt vời và bạn đơn giản chỉ cần làm theo các hướng dẫn.,,,,,,,,
,,,"Bạn sẽ có những nhận thức rõ ràng mới, cảm hứng và động lực để sống cuộc sống bạn thật sự muốn.",,,,,,,,
,,,Tôi muốn bạn lưu ý rằng mọi khoảnh khắc bạn không sắp xếp được mong muốn của mình là lúc bạn lãng phí thời gian theo đuổi giấc mơ của người khác.,,,,,,,,
,,,"Vậy bạn có thể thở, thư giãn, tham gia khóa học ngay để bắt đầu sống cuộc sống mà bạn xứng đáng.",,,,,,,,
,,,"Vậy bạn có thể thở, thư giãn, tham gia khóa học ngay để bắt đầu sống cuộc sống mà bạn xứng đáng.",,,,,,,,
