Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Hãy in ra các trang về đặc điểm tiêu biểu, dán chúng lên cửa tủ lạnh và đằng sau cửa nhà vệ sinh, làm theo hướng dẫn.",,,Gia đình.,,Thế còn tôi? Tôi ở loại B.,1:33,Video,
,,,Chia sẻ những thông tin này với những người bạn muốn họ hiểu mình hơn.,,,Doanh nhân.,Phần 3: Kết quả và quá trình.,,,,
,,,,,,Tất cả mọi người.,,Con người nhận được thông tin mới bằng những cách rất khác nhau.,3:15,Video,
,,,,,,,,Những đặc điểm khiến tôi kiếm được 30 ngàn đô trong 5 phút.,1:20,Video,
,,,,,,,,Làm thế nào để bạn trình bày 2 kiểu suy nghĩ khác nhau cùng 1 lúc.,4:23,Video,
,,,,,,,,Hỏi đáp về các đặc điểm về sự tự tin và lối suy nghĩ.,8:57,Video,
,,,,,,,Phần 4: Chạm hay không chạm.,,,,
,,,,,,,,Làm thế nào để đạt được ấn tượng tốt nhất.,6:42,Video,
,,,,,,,,Hỏi và đáp về quy tắc ôm và bỏ tay xuống.,1:44,Video,
,,,,,,,,Lựa chọn thay thế mọi thứ.,1:05,Video,
,,,,,,,Phần 5: Đi vào chi tiết luôn hay tổng quát trước.,,,,
,,,,,,,,Đặc điểm của sự khoan dung.,9:16,Video,
,,,,,,,,Bạn sẽ dùng nó như thế nào?,2:54,Video,
,,,,,,,,Lặp lại những đặc điểm được tập trung.,6:10,Video,
,,,,,,,,Lợi thế của việc chọn những đặc điểm mà bạn quen thuộc.,2:08,Video,
,,,,,,,Phần 6: Người thích khám phá với người chỉ thích ở nhà.,,,,
,,,,,,,,Đặc điểm của người thích khám phá và những thử thách trong mối quan hệ.,6:51,Video,
,,,,,,,,Đoán xem ai đang nói.,0:39,Video,
,,,,,,,Phần 7: Quản lí và giúp đỡ.,,,,
,,,,,,,,Mọi người thể hiện sự quan tâm của họ như thế nào.,7:30,Video,
,,,,,,,,Hiểu hơn về mũi.,2:00,Video,
,,,,,,,,Malka có 2 cái mũi khác nhau!,4:51,Video,
,,,,,,,Phần 8: Ngôn ngữ và sự súc tích.,,,,
,,,,,,,,Tại sao anh ấy (cô ấy) không nói về cảm xúc và làm sao để họ mở lòng.,8:59,Video,
,,,,,,,,Về phong cách ngôn ngữ.,3:43,Video,
,,,,,,,Phần 9: Sự cho đi vô thức và có ý thức.,,,Video,
,,,,,,,,Dấu hiệu của sự hào phóng.,6:01,Video,
,,,,,,,,Một đứa trẻ 8 tuổi sử dụng đặc điểm của mình để đạt được lợi thế.,0:28,Video,
,,,,,,,Phần 10: Nghi ngờ và quyết đoán.,,,,
,,,,,,,,Đặc điểm của sự quyết đoán.,4:07,Video,
,,,,,,,Phần 11: Những thứ hay hơn nữa.,,,,
,,,,,,,,Sự đa dạng của bán cầu.,2:15,Video,
,,,,,,,,Những đặc điểm trội.,2:43,Video,
,,,,,,,,Các đặc điểm là những đường ghép - ghép những mảnh ghép lại với nhau.,1:24,Video,
,,,,,,,,Tại sao bạn lại học về chính bản thân mình và người khác?,1:21,Video,
,,,,,,,,Cái gì ở trong chai?,1:00,Video,
,,,,,,,Phần 12: Làm cho nó thật sự hữu dụng cho bạn,,,,
,,,,,,,,"Nếu bạn muốn học sâu hơn về xem tướng, tôi gợi ý nên tham khảo phần hướng dẫn.",3:40,Video,
